index,name,artist,release_date,length,popularity,danceability,acousticness,energy,tempo,valence
860,People Are Strange,The Doors,1967,2.16955,71,0.699,0.685,0.467,119.287,0.764
872,I Am The Walrus - Remastered 2009,The Beatles,1967,4.597766667,64,0.401,0.0828,0.556,85.206,0.654
878,Dear Mr. Fantasy,Traffic,1967,5.566666667,60,0.24,0.171,0.615,166.657,0.768
928,The Letter,The Box Tops,1967,1.88,63,0.638,0.252,0.428,139.434,0.901
1106,Suzanne,Leonard Cohen,1967,3.82155,65,0.409,0.922,0.172,132.151,0.352
1125,Back Door Man,The Doors,1967,3.540433333,54,0.476,0.287,0.612,177.233,0.909
1413,The Crystal Ship,The Doors,1967,2.533333333,57,0.313,0.797,0.42,178.711,0.339
1437,Tales Of Brave Ulysses,Cream,1967,2.772666667,47,0.523,0.0637,0.411,105.659,0.277
1443,Itchycoo Park (Mono Version) - 2012 Remaster,Small Faces,1967,2.778,53,0.613,0.58,0.555,127.267,0.556
1450,Venus In Furs,The Velvet Underground,1967,5.204216667,58,0.225,0.00137,0.618,144.724,0.567
1532,Are You Experienced?,Jimi Hendrix,1967,4.260216667,49,0.403,0.0277,0.763,82.812,0.455
1553,Get Together,The Youngbloods,1967,4.654666667,54,0.542,0.467,0.492,103.064,0.58
1648,She's Leaving Home - Remastered 2009,The Beatles,1967,3.586,61,0.381,0.944,0.214,127.581,0.393
1719,Ode To Billie Joe,Bobbie Gentry,1967,4.250016667,55,0.637,0.721,0.189,120.142,0.695
1723,Manic Depression,Jimi Hendrix,1967,3.704883333,50,0.357,0.0134,0.969,149.741,0.704
1724,Castles Made of Sand,Jimi Hendrix,1967,2.815333333,61,0.461,0.504,0.714,94.372,0.454
1730,When I'm Sixty Four - Remastered 2009,The Beatles,1967,2.627766667,63,0.704,0.625,0.241,140.411,0.661
1742,Walk Away Renee,The Left Banke,1967,2.746883333,44,0.405,0.735,0.563,117.777,0.592
1788,So You Want to Be a Rock 'N' Roll Star,The Byrds,1967,2.102666667,35,0.37,0.0036,0.683,154.044,0.728
1847,Alone Again Or - 2015 Remaster,Love,1967,3.2879,61,0.318,0.664,0.303,174.254,0.226
1865,Incense And Peppermints,Strawberry Alarm Clock,1967,2.790883333,50,0.484,0.033,0.655,133.158,0.634
1990,"He Ain't Heavy, He's My Brother",The Hollies,1967,4.297316667,51,0.309,0.409,0.441,75.734,0.217
2094,All Or Nothing,Small Faces,1967,3.05155,42,0.345,0.163,0.638,115.106,0.295
2245,You Set the Scene - 2015 Remaster,Love,1967,6.824383333,35,0.431,0.354,0.371,95.824,0.517
2258,All Tomorrow's Parties,The Velvet Underground,1967,5.994666667,47,0.329,0.0455,0.499,93.508,0.132
2522,My Back Pages,The Byrds,1967,3.137333333,48,0.558,0.109,0.524,123.243,0.727
2566,New York Mining Disaster 1941,Bee Gees,1967,2.206,49,0.446,0.581,0.237,89.145,0.475
2664,There She Goes Again,The Velvet Underground,1967,2.683766667,46,0.486,0.0448,0.587,124.422,0.856
2777,Happy Together,The Turtles,1967,2.938216667,74,0.584,0.55,0.367,120.175,0.588
2845,The Tears Of A Clown,Smokey Robinson & The Miracles,1967,3.03,57,0.593,0.147,0.607,128.365,0.953
2878,Interstellar Overdrive,Pink Floyd,1967,9.678583333,50,0.23,0.767,0.704,94.371,0.309
2970,Knock on Wood,Eddie Floyd,1967,3.164,61,0.864,0.277,0.346,105.164,0.964
3000,Femme Fatale,The Velvet Underground,1967,2.65,58,0.55,0.913,0.145,103.918,0.138
3008,I'll Be Your Baby Tonight,Bob Dylan,1967,2.656,46,0.512,0.454,0.23,127.567,0.457
3125,Groovin',The Young Rascals,1967,2.521483333,58,0.605,0.595,0.455,106.825,0.678
3141,To Love Somebody,Bee Gees,1967,3.033333333,67,0.423,0.729,0.384,90.43,0.521
3176,Darlin' - Remastered,The Beach Boys,1967,2.242666667,54,0.63,0.00533,0.661,126.975,0.953
3327,2000 Light Years From Home - Remastered 2017 / Stereo,The Rolling Stones,1967,4.748216667,42,0.347,0.00171,0.679,122.269,0.275
3335,Alabama Song (Whisky Bar),The Doors,1967,3.29,57,0.568,0.543,0.645,170.676,0.901
3383,Lovely Rita - Remastered 2009,The Beatles,1967,2.70155,53,0.61,0.0634,0.471,87.379,0.63
3673,By The Time I Get To Phoenix - Remastered 2001,Glen Campbell,1967,2.736666667,52,0.218,0.0743,0.336,176.66,0.232
3773,"So Long, Marianne",Leonard Cohen,1967,5.676,61,0.543,0.701,0.395,94.872,0.231
3831,Heroes And Villains - Remastered 2001,The Beach Boys,1967,3.6551,52,0.426,0.524,0.583,116.803,0.232
3930,Holiday,Bee Gees,1967,2.93155,50,0.5,0.921,0.145,104.706,0.197
3985,Soul Kitchen,The Doors,1967,3.55,63,0.679,0.33,0.443,115.843,0.609
4064,The Fool On The Hill - Remastered 2009,The Beatles,1967,2.9851,57,0.356,0.913,0.26,144.184,0.49
4351,Today,Jefferson Airplane,1967,2.9591,60,0.51,0.695,0.31,90.074,0.292
4436,You're Lost Little Girl,The Doors,1967,3.00955,52,0.509,0.63,0.386,111.7,0.389
4556,Being For The Benefit Of Mr. Kite! - Remastered 2009,The Beatles,1967,2.62555,51,0.526,0.338,0.413,111.874,0.71
4612,Third Stone From The Sun,Jimi Hendrix,1967,6.737766667,48,0.307,0.0209,0.756,114.843,0.417
4637,Hole In My Shoe,Traffic,1967,3.0211,37,0.493,0.406,0.721,101.666,0.334
4652,"Have You Seen Your Mother, Baby, Standing In The Shadow? - Mono Version",The Rolling Stones,1967,2.566666667,39,0.373,0.283,0.834,100.54,0.486
4780,"Baby, You're A Rich Man - Remastered 2009",The Beatles,1967,3.021766667,58,0.619,0.0119,0.625,96.751,0.467
4948,All Along the Watchtower,Bob Dylan,1967,2.518216667,56,0.581,0.475,0.41,129.175,0.697
5025,Moonlight Drive,The Doors,1967,3.022433333,50,0.611,0.605,0.734,113.266,0.82
5068,Down On Me,Big Brother & The Holding Company,1967,2.079333333,41,0.597,0.255,0.582,141.15,0.795
5089,Getting Better - Remastered 2009,The Beatles,1967,2.802,59,0.632,0.313,0.471,121.672,0.764
5110,Rock & Roll Woman,Buffalo Springfield,1967,2.77555,37,0.393,0.706,0.5,146.328,0.521
5137,Wait Until Tomorrow,Jimi Hendrix,1967,3.042433333,46,0.643,0.203,0.697,116.395,0.824
5323,Maid Of Bond Street,David Bowie,1967,1.76555,26,0.588,0.795,0.326,90.028,0.709
17,Sympathy For The Devil - 50th Anniversary Edition,The Rolling Stones,1968,6.302433333,75,0.702,0.518,0.668,116.063,0.561
23,All Along the Watchtower,Jimi Hendrix,1968,4.013333333,78,0.438,0.00255,0.805,113.253,0.564
54,Born To Be Wild - Single Version,Steppenwolf,1968,3.548216667,68,0.439,0.262,0.734,145.703,0.54
124,White Room,Cream,1968,4.972216667,72,0.553,0.191,0.576,109.827,0.457
127,The Weight - Remastered,The Band,1968,4.574883333,73,0.63,0.373,0.551,143.868,0.518
263,Piece of My Heart,Big Brother & The Holding Company,1968,4.222216667,68,0.443,0.263,0.727,160.82,0.566
273,Magic Carpet Ride,Steppenwolf,1968,4.526216667,70,0.64,0.142,0.651,111.676,0.801
296,"Hello, I Love You",The Doors,1968,2.22,62,0.597,0.029,0.554,117.835,0.963
332,I Heard It Through The Grapevine,Marvin Gaye,1968,3.238216667,73,0.711,0.272,0.362,117.287,0.616
352,Hush,Deep Purple,1968,4.416216667,54,0.577,0.00533,0.664,108.442,0.164
444,Voodoo Child (Slight Return),Jimi Hendrix,1968,5.222883333,67,0.214,0.48,0.91,175.561,0.447
456,Rock Around The Clock,Bill Haley & His Comets,1968,2.283333333,53,0.609,0.139,0.526,173.179,0.93
483,Crossroads - Live,Cream,1968,4.307766667,61,0.391,0.413,0.756,131.648,0.839
545,(Sittin' On) the Dock of the Bay,Otis Redding,1968,2.72925,74,0.769,0.684,0.367,103.621,0.535
613,Street Fighting Man - 50th Anniversary Edition,The Rolling Stones,1968,3.252433333,57,0.583,0.1,0.855,128.178,0.69
651,Time of the Season - Mono Version,The Zombies,1968,3.5671,66,0.537,0.142,0.7,117.111,0.695
673,Suzie Q,Creedence Clearwater Revival,1968,8.619316667,56,0.435,0.0601,0.618,129.911,0.695
706,Back In The U.S.S.R. - Remastered 2009,The Beatles,1968,2.724216667,67,0.48,0.069,0.969,142.489,0.494
1033,Ride My See-Saw,The Moody Blues,1968,3.653766667,47,0.334,0.0805,0.872,154.816,0.788
1085,Wichita Lineman - Remastered 2001,Glen Campbell,1968,3.103333333,63,0.192,0.326,0.392,172.312,0.391
1139,The Pusher,Steppenwolf,1968,5.8411,55,0.467,0.235,0.381,81.754,0.697
1142,Journey To The Center of the Mind,The Amboy Dukes,1968,3.59065,41,0.32,0.165,0.778,152.308,0.72
1202,Happiness Is A Warm Gun - Remastered 2009,The Beatles,1968,2.742433333,57,0.431,0.523,0.54,139.288,0.44
1264,Mrs. Robinson - From "The Graduate" Soundtrack,Simon & Garfunkel,1968,4.0671,76,0.606,0.713,0.457,92.033,0.813
1407,"Ob-La-Di, Ob-La-Da - Remastered 2009",The Beatles,1968,3.149333333,70,0.818,0.232,0.728,113.059,0.975
1539,Kentucky Woman,Deep Purple,1968,4.742216667,32,0.343,0.035,0.396,171.411,0.314
1607,Spinning Wheel,"Blood, Sweat & Tears",1968,4.1211,51,0.695,0.315,0.503,96.818,0.542
1624,Sweet Thing - 1999 Remaster,Van Morrison,1968,4.425766667,63,0.518,0.23,0.385,86.604,0.712
1784,Summertime,Big Brother & The Holding Company,1968,3.973333333,59,0.295,0.0936,0.296,180.756,0.384
1989,Chest Fever - Remastered,The Band,1968,5.2259,43,0.439,0.0753,0.696,99.72,0.307
2031,Mony Mony,Tommy James & The Shondells,1968,2.902216667,53,0.592,0.322,0.834,130.967,0.809
2136,Massachusetts - Stereo Version,Bee Gees,1968,2.448433333,57,0.483,0.00221,0.573,102.122,0.506
2238,America,Simon & Garfunkel,1968,3.588216667,66,0.259,0.554,0.241,178.453,0.275
2305,Animal Farm - 2018 Stereo Remaster,The Kinks,1968,3.025766667,32,0.541,0.556,0.678,77.478,0.713
2318,I'm So Tired - Remastered 2009,The Beatles,1968,2.058216667,55,0.433,0.656,0.483,68.492,0.717
2398,Sitting By the Riverside - 2018 Stereo Remaster,The Kinks,1968,2.435333333,31,0.533,0.433,0.638,137.798,0.772
2422,Glass Onion - Remastered 2009,The Beatles,1968,2.297333333,53,0.523,0.0123,0.51,120.432,0.789
2587,Daydream Believer,The Monkees,1968,2.99355,69,0.51,0.256,0.488,125.683,0.649
2593,Julia - Remastered 2009,The Beatles,1968,2.944433333,55,0.512,0.828,0.0953,134.706,0.193
2807,Words,Bee Gees,1968,3.30755,61,0.259,0.14,0.289,80.326,0.246
2926,Fire Brigade,The Move,1968,2.415333333,31,0.381,0.61,0.942,161.527,0.428
2930,Sister Ray,The Velvet Underground,1968,17.502,34,0.251,0.276,0.878,133.918,0.42
2940,White Light/White Heat,The Velvet Underground,1968,2.794216667,41,0.487,0.59,0.61,127.494,0.555
3143,Legend Of A Mind,The Moody Blues,1968,6.610216667,44,0.33,0.154,0.461,127.058,0.322
3167,Build Me Up Buttercup,The Foundations,1968,2.958883333,74,0.66,0.313,0.512,133.607,0.852
3211,"Tighten Up, Pt. 1",Archie Bell & The Drells,1968,3.266666667,46,0.708,0.242,0.441,125.191,0.724
3247,Living In The U.S.A.,Steve Miller Band,1968,4.0671,39,0.38,0.0137,0.633,83.585,0.589
3282,Games People Play,Joe South,1968,3.586,46,0.334,0.251,0.714,172.288,0.595
3517,Everybody's Talkin' - From "Midnight Cowboy",Harry Nilsson,1968,2.726433333,67,0.438,0.338,0.349,124.984,0.683
3550,Cherry Cherry,Neil Diamond,1968,2.731766667,54,0.56,0.0271,0.827,84.383,0.904
3623,Piggies - Remastered 2009,The Beatles,1968,2.0711,50,0.542,0.643,0.445,93.245,0.52
3636,You've Made Me So Very Happy,"Blood, Sweat & Tears",1968,4.312216667,50,0.414,0.253,0.501,95.837,0.452
3644,Factory Girl - 50th Anniversary Edition,The Rolling Stones,1968,2.16555,39,0.443,0.203,0.462,177.096,0.447
3707,Open My Eyes,Nazz,1968,2.7491,27,0.276,0.0156,0.799,76.598,0.554
3826,Astral Weeks - 1999 Remaster,Van Morrison,1968,7.100883333,56,0.451,0.539,0.348,80.964,0.613
3888,Some Velvet Morning,Nancy Sinatra,1968,3.693766667,56,0.28,0.5,0.48,125.674,0.345
3917,A Hazy Shade of Winter,Simon & Garfunkel,1968,2.291333333,51,0.497,0.139,0.59,142.027,0.969
4076,Born Under A Bad Sign,Cream,1968,3.157333333,44,0.476,0.295,0.504,183.057,0.947
4096,A Mess of Blues,Elvis Presley,1968,2.684433333,49,0.645,0.763,0.505,117.257,0.862
4107,Pictures of Matchstick Men - Mono Version,Status Quo,1968,3.176666667,53,0.241,0.0672,0.604,173.134,0.417
4452,Mother Nature's Son - Remastered 2009,The Beatles,1968,2.800433333,53,0.608,0.634,0.178,84.78,0.401
4512,Reflections,Diana Ross & The Supremes,1968,2.83155,51,0.687,0.273,0.45,99.832,0.752
4555,Sky Pilot,Eric Burdon & the Animals,1968,7.3971,42,0.405,0.0899,0.421,111.322,0.394
4680,One - Single Version,Three Dog Night,1968,3.0971,49,0.55,0.312,0.409,61.226,0.405
4686,I Put A Spell On You,Creedence Clearwater Revival,1968,4.529766667,61,0.391,0.00471,0.732,100.354,0.622
4791,Birthday - Remastered 2009,The Beatles,1968,2.718,53,0.541,7.37E-05,0.727,139.239,0.91
4796,Feelin' Alright?,Traffic,1968,4.293333333,53,0.468,0.314,0.527,94.852,0.749
4800,Ball and Chain,Big Brother & The Holding Company,1968,9.466216667,53,0.398,0.516,0.266,81.045,0.25
4975,Cry Baby Cry - Remastered 2009,The Beatles,1968,3.034666667,49,0.517,0.115,0.529,76.644,0.362
4981,Baby Please Don't Go,The Amboy Dukes,1968,5.645316667,34,0.404,0.00733,0.612,93.851,0.663
5036,Hurdy Gurdy Man,Donovan,1968,3.224433333,61,0.405,0.00379,0.463,79.451,0.542
5065,Salt Of The Earth - 50th Anniversary Edition,The Rolling Stones,1968,4.82555,40,0.389,0.155,0.777,96.902,0.365
5078,The Continuing Story Of Bungalow Bill - Remastered 2009,The Beatles,1968,3.236,51,0.621,0.224,0.459,114.816,0.648
5147,"Girl, You'll Be A Woman Soon",Neil Diamond,1968,3.004216667,59,0.515,0.567,0.641,109.558,0.655
5249,Everybody's Got Something To Hide Except Me And My Monkey - Remastered 2009,The Beatles,1968,2.412883333,49,0.523,0.0207,0.731,117.089,0.81
5321,Cyprus Avenue - 1999 Remaster,Van Morrison,1968,6.996883333,46,0.481,0.232,0.299,126.868,0.525
5340,I Started A Joke,Bee Gees,1968,3.138433333,66,0.31,0.156,0.464,144.775,0.431
7,Whole Lotta Love - 1990 Remaster,Led Zeppelin,1969,5.564883333,77,0.412,0.0484,0.902,89.74,0.422
32,Gimme Shelter,The Rolling Stones,1969,4.512883333,75,0.634,0.447,0.63,118.628,0.489
61,You Can't Always Get What You Want,The Rolling Stones,1969,7.478666667,67,0.32,0.64,0.62,86.327,0.472
68,Come Together - Remastered 2009,The Beatles,1969,4.332433333,78,0.533,0.0302,0.376,165.007,0.187
117,Ramble On - 1990 Remaster,Led Zeppelin,1969,4.388883333,70,0.468,0.072,0.607,98.429,0.886
126,Space Oddity - 2015 Remaster,David Bowie,1969,5.31355,73,0.299,0.0748,0.443,139.539,0.434
160,Something - Remastered 2009,The Beatles,1969,3.038216667,71,0.396,0.198,0.338,133.522,0.377
164,Black Magic Woman - Single Version,Santana,1969,3.274433333,67,0.489,0.676,0.349,124.348,0.622
182,Fortunate Son,Creedence Clearwater Revival,1969,2.346216667,81,0.64,0.201,0.663,132.77,0.663
191,Bad Moon Rising,Creedence Clearwater Revival,1969,2.36,78,0.508,0.0586,0.774,178.946,0.942
216,Pinball Wizard,The Who,1969,3.015716667,68,0.543,0.0192,0.715,124.011,0.468
219,Suite: Judy Blue Eyes - 2005 Remaster,"Crosby, Stills & Nash",1969,7.400883333,64,0.451,0.469,0.364,154.206,0.298
280,Touch Me,The Doors,1969,3.170883333,64,0.425,0.405,0.903,108.748,0.769
293,Heartbreaker - 1990 Remaster,Led Zeppelin,1969,4.23555,63,0.403,0.0746,0.709,97.161,0.654
295,Dazed and Confused - 1990 Remaster,Led Zeppelin,1969,6.43955,63,0.271,0.044,0.553,86.762,0.433
353,Down On The Corner,Creedence Clearwater Revival,1969,2.771333333,73,0.858,0.583,0.544,108.217,0.874
362,Here Comes The Sun - Remastered 2009,The Beatles,1969,3.09555,82,0.557,0.0339,0.54,129.171,0.394
491,Suspicious Minds,Elvis Presley,1969,4.35465,72,0.487,0.0422,0.382,116.557,0.714
495,Evil Ways,Santana,1969,3.9711,62,0.704,0.22,0.528,117.472,0.73
551,What Is and What Should Never Be - 1990 Remaster,Led Zeppelin,1969,4.732883333,57,0.34,0.275,0.472,78.086,0.533
595,Whipping Post,Allman Brothers Band,1969,5.290633333,57,0.315,0.329,0.64,97.968,0.583
640,Whole Lotta Shakin' Going On,Jerry Lee Lewis,1969,2.885966667,46,0.377,0.812,0.615,161.532,0.553
650,Communication Breakdown - Remaster,Led Zeppelin,1969,2.503333333,50,0.375,0.144,0.956,175.04,0.381
698,I Want You Back,The Jackson 5,1969,2.938883333,76,0.469,0.305,0.538,196.605,0.886
705,With A Little Help From My Friends,Joe Cocker,1969,5.202883333,70,0.307,0.288,0.43,145.224,0.305
757,Badge,Cream,1969,2.7451,51,0.596,0.449,0.575,107.573,0.745
777,Good Times Bad Times - 1993 Remaster,Led Zeppelin,1969,2.7711,69,0.476,0.0382,0.717,93.584,0.753
780,Can't Find My Way Home,Blind Faith,1969,3.268883333,58,0.519,0.887,0.337,87.926,0.523
784,The Night They Drove Old Dixie Down - Remastered 2000,The Band,1969,3.554433333,43,0.507,0.453,0.493,127.671,0.467
793,Son Of A Preacher Man,Dusty Springfield,1969,2.46755,72,0.404,0.538,0.43,180.061,0.641
983,Up On Cripple Creek - Remastered 2000,The Band,1969,4.58155,42,0.72,0.226,0.716,144.376,0.953
1025,Green River,Creedence Clearwater Revival,1969,2.568666667,67,0.702,0.0312,0.772,141.694,0.973
1053,How Many More Times - 1993 Remaster,Led Zeppelin,1969,8.466666667,53,0.322,0.114,0.68,142.748,0.518
1062,Down by the River - 2009 Remaster,Neil Young,1969,9.3031,60,0.465,0.0836,0.466,164.315,0.555
1087,Monkey Man,The Rolling Stones,1969,4.190883333,55,0.406,0.507,0.768,99.855,0.55
1153,The Court Of The Crimson King,King Crimson,1969,10.04216667,55,0.339,0.0834,0.346,135.762,0.07
1180,Lodi,Creedence Clearwater Revival,1969,3.22155,61,0.773,0.324,0.675,126.866,0.925
1205,Babe I'm Gonna Leave You - 1990 Remaster,Led Zeppelin,1969,6.684433333,63,0.404,0.246,0.435,136.058,0.156
1282,The Lemon Song - 1993 Remaster,Led Zeppelin,1969,6.3271,53,0.409,0.0939,0.515,90.527,0.729
1290,We're Not Gonna Take It,The Who,1969,7.102266667,34,0.445,0.0298,0.401,131.61,0.18
1294,Cowgirl in the Sand - 2009 Remaster,Neil Young,1969,10.11133333,49,0.29,0.00519,0.821,172.323,0.359
1412,It's Your Thing,The Isley Brothers,1969,2.82155,61,0.376,0.0727,0.67,185.503,0.837
1488,In the Ghetto,Elvis Presley,1969,2.790216667,65,0.404,0.716,0.266,88.916,0.491
1557,Something In The Air,Thunderclap Newman,1969,3.906,54,0.506,0.307,0.402,94.221,0.54
1627,Dreams,Allman Brothers Band,1969,7.322283333,39,0.36,0.604,0.426,128.901,0.54
1640,Oh Well (Pt. 1) - 2013 Remaster,Fleetwood Mac,1969,3.373333333,45,0.471,0.201,0.594,103.431,0.215
1647,Victoria - Mono Mix,The Kinks,1969,3.66755,50,0.48,0.0772,0.851,141.82,0.768
1680,Sun King - Remastered 2009,The Beatles,1969,2.437766667,56,0.483,0.284,0.177,74.994,0.192
1729,I Want You (She's So Heavy) - Remastered 2009,The Beatles,1969,7.788666667,61,0.37,0.0233,0.515,115.732,0.42
1756,Living Loving Maid (She's Just a Woman) - Remaster,Led Zeppelin,1969,2.655,48,0.475,0.000942,0.808,152.098,0.896
1780,I'm a Man - 2002 Remaster,Chicago,1969,7.712666667,45,0.55,0.000596,0.947,127.609,0.61
1803,Soul Sacrifice,Santana,1969,6.622216667,51,0.494,0.522,0.706,135.752,0.486
1931,Because - Remastered 2009,The Beatles,1969,2.7611,58,0.328,0.754,0.249,81.257,0.162
1979,Presence Of The Lord,Blind Faith,1969,4.818883333,36,0.485,0.542,0.51,120.501,0.573
2039,Marrakesh Express - 2005 Remaster,"Crosby, Stills & Nash",1969,2.611333333,42,0.571,0.138,0.557,107.953,0.746
2048,21st Century Schizoid Man,King Crimson,1969,7.376333333,59,0.306,0.000404,0.701,92.527,0.538
2178,"Lay, Lady, Lay",Bob Dylan,1969,3.284883333,65,0.52,0.356,0.179,155.746,0.407
2244,Hey Bulldog - Remastered 2009,The Beatles,1969,3.188433333,51,0.587,0.0197,0.617,100.495,0.947
2298,The First Time Ever I Saw Your Face,Roberta Flack,1969,4.344433333,65,0.311,0.731,0.0264,120.653,0.139
2381,I Want to Take You Higher,Sly & The Family Stone,1969,5.372666667,49,0.613,0.123,0.844,102.773,0.519
2538,Helplessly Hoping - 2005 Remaster,"Crosby, Stills & Nash",1969,2.63155,66,0.567,0.914,0.159,146.913,0.436
2682,Ballad of Easy Rider,The Byrds,1969,2.0711,35,0.411,0.66,0.635,97.123,0.755
2752,Time Was,Canned Heat,1969,3.370883333,41,0.622,0.207,0.493,97.605,0.806
2827,Pale Blue Eyes,The Velvet Underground,1969,5.658883333,69,0.637,0.911,0.107,82.879,0.296
2911,"Yester-Me, Yester-You, Yesterday",Stevie Wonder,1969,3.088216667,53,0.604,0.0311,0.357,100.721,0.638
3023,My Cherie Amour,Stevie Wonder,1969,2.888433333,64,0.574,0.228,0.507,101.085,0.514
3062,I Talk To The Wind,King Crimson,1969,6.094316667,54,0.273,0.539,0.308,81.028,0.313
3076,I Don't Know Where I Stand,Joni Mitchell,1969,3.223333333,38,0.562,0.979,0.142,111.564,0.244
3118,Live With Me,The Rolling Stones,1969,3.552216667,41,0.681,0.00869,0.633,129.591,0.954
3133,Stand!,Sly & The Family Stone,1969,3.12555,36,0.609,0.214,0.788,108.694,0.517
3148,Moby Dick - Intro / Outro Rough Mix,Led Zeppelin,1969,1.63955,49,0.493,0.252,0.593,93.397,0.841
3209,People Got to Be Free,The Rascals,1969,3.029766667,44,0.685,0.466,0.696,126.019,0.96
3281,Who Knows Where The Time Goes?,Fairport Convention,1969,5.099766667,45,0.51,0.686,0.194,144.595,0.434
3663,Your Time Is Gonna Come - Remaster,Led Zeppelin,1969,4.578216667,47,0.328,0.351,0.575,149.645,0.249
3686,Loan Me a Dime,Boz Scaggs,1969,12.532,44,0.392,0.309,0.471,139.957,0.382
4027,Je t'aime moi non plus,Jane Birkin,1969,4.360216667,40,0.465,0.406,0.419,82.453,0.553
4100,Christine’s Tune,The Flying Burrito Brothers,1969,3.04555,37,0.46,0.000576,0.596,98.426,0.833
4223,You Shook Me - 1993 Remaster,Led Zeppelin,1969,6.468216667,53,0.367,0.662,0.481,155.96,0.383
4232,A Salty Dog,Procol Harum,1969,4.658433333,21,0.213,0.593,0.166,87.53,0.118
4249,Room To Move,John Mayall,1969,5.034216667,46,0.756,0.751,0.926,132.326,0.701
4302,Nothing Is Easy - 2001 Remaster,Jethro Tull,1969,4.405766667,35,0.436,0.146,0.651,106.23,0.667
